pass	internal/godriver	TestWorkerRejectsEveryIdentityAndRequestMutation/platform_other_than_this_host	
pass	internal/godriver	TestWorkerRejectsEveryIdentityAndRequestMutation/poisoned_environment	
pass	internal/godriver	TestWorkerRejectsEveryIdentityAndRequestMutation/private_root_overlapping_the_snapshot	
pass	internal/godriver	TestWorkerRejectsEveryIdentityAndRequestMutation/probe_claims_an_unavailable_control	
pass	internal/godriver	TestWorkerRejectsEveryIdentityAndRequestMutation/probe_set_outside_the_inventory	
pass	internal/godriver	TestWorkerRejectsEveryIdentityAndRequestMutation/tool_directory_outside_GOROOT	
pass	internal/godriver	TestWorkerRejectsEveryIdentityAndRequestMutation/unexpected_program_below_the_worker	
pass	internal/godriver	TestWorkerRejectsEveryIdentityAndRequestMutation/unsupported_protocol_version	
pass	internal/godriver	TestWorkerRejectsEveryIdentityAndRequestMutation/widened_environment	
pass	internal/godriver	TestWorkerRejectsEveryIdentityAndRequestMutation/working_directory_outside_the_snapshot	
pass	internal/godriver	TestWorkerRejectsEveryProtocolDeviationBeforeTheCompiler	
pass	internal/godriver	TestWorkerRejectsEveryProtocolDeviationBeforeTheCompiler/build_permit_before_list_validation	
pass	internal/godriver	TestWorkerRejectsEveryProtocolDeviationBeforeTheCompiler/out_of_order_message	
pass	internal/godriver	TestWorkerRejectsEveryProtocolDeviationBeforeTheCompiler/oversize_frame	
pass	internal/godriver	TestWorkerRejectsEveryProtocolDeviationBeforeTheCompiler/permit_bound_to_another_vector	
pass	internal/godriver	TestWorkerRejectsEveryProtocolDeviationBeforeTheCompiler/replayed_session_nonce	
pass	internal/godriver	TestWorkerRejectsEveryProtocolDeviationBeforeTheCompiler/second_build_request_in_one_session	
pass	internal/godriver	TestWorkerRejectsEveryProtocolDeviationBeforeTheCompiler/second_list_in_one_session	
pass	internal/godriver	TestWorkerRejectsEveryProtocolDeviationBeforeTheCompiler/unauthenticated_build_permit	
pass	internal/godriver	TestWorkerRejectsEveryProtocolDeviationBeforeTheCompiler/unknown_message_kind	
pass	internal/godriver	TestWorkerReturnsABoundedResultWhenTheGoChildCannotStart	
pass	internal/godriver	TestWorkerRunsTheCompleteHappySession	
skip	internal/godriver	TestCacheIdentityMatchesTheAcceptedVector	CURATOR_CONFORMANCE_ROOT is not set
skip	internal/godriver	TestCandidateGoV1SourceAwareContract	CURATOR_CONFORMANCE_ROOT is not set
skip	internal/godriver	TestCandidateRC4ToolchainArtifacts	CURATOR_CONFORMANCE_ROOT is not set
skip	internal/godriver	TestCapabilityEvidenceCasesMatchTheAcceptedVector	CURATOR_CONFORMANCE_ROOT is not set
skip	internal/godriver	TestCapabilityEvidenceRecordMatchesTheAcceptedVector	CURATOR_CONFORMANCE_ROOT is not set
skip	internal/godriver	TestDeferredGuaranteesAndFailureBoundaryMatchTheAcceptedVector	CURATOR_CONFORMANCE_ROOT is not set
